599999995RIVERA AMANDA T               1960042620240121294199501191099619960119206121997011837702199801259023819990128269142000012664215200101323135020020131216172003013796716200401349991720050139356952006014524419200701425109220080146442092009014806224201001481350620110150650792012015611732201301565863620140164219682015016221867201601621250720170170764142018017245344201901734607820200176779162021017453932202201779126520230184037130000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
333333331PEREZ NANCY V                 1960112720240125199200500586159520060061044642007006196502200800625721320090066345952010006552912201100680818720120069832772013006923839201400702128320150071095362016007151457201700729118620180075007142019007650342202000782984620210078553852022008104091202300796403500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
566666662NELSON KEVIN Q                1962100220240210368198801149274519890114500821990012216428199101192484419920126999801993012924306199401298865519950131445271996013344372199701363824319980140330091999014335492200001425747720010147370162002014858284200301486037520040151974662005015203389200601537236920070156316772008016412420200901625864720100167456522011016831105201201683203420130171145492014017476476201501770814620160179962912017017975082201801835366920190185219772020018839548202101902138120220194313732023019794217000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
422222219ROBINSON SANDRA D             1984042420240225016202300281973800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
499999996TORRES ANDREW K               1964011320240228243200000668249420010069001532002007025699200300714179820040070443212005007486073200600740168720070074884032008007798775200900773338920100081474442011008057118201200819466820130085915152014008507969201500856921120160090059542017008779057201800925704620190091041152020009232221202100941474620220095181422023009847773000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
488888885SCOTT EMILY J                 1965121020240302261199800407351619990042025132000004187155200100446498820020043615462003004522625200400465869120050047590972006004891699200700484384020080050061962009004943276201000509010520110050944262012005273397201300533574520140055525752015005407780201600557376420170056742192018005882088201900594100520200058364502021006063895202200611140920230063010270000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
122222222WILLIAMS JOHN C               1965081320240309407198400488213419850050749031986005085227198700528011019880054724321989005423326199000546891119910057995421992005753533199300572816619940058142891995005932040199600618520819970063333291998006322446199900631492120000065086872001006790621200200675086020030069814722004007047813200500689434020060072044532007007291999200800734809620090073668922010007577329201100751900620120077142952013007819085201400806698720150081429472016008059920201700822962420180082330152019008550486202000863711020210085660972022008766530202300885676300000000000000000000000000000000000000000000000000000000000000000
811111104COOK FRANK M                  1989031020240310050201900429010020200041943762021004358682202200434052120230045139940000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
822222215ROGERS HELEN N                1989031020240310049202000417895920210042915572022004339881202300439025800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
866666659COOPER VIRGINIA R             1961031520240315200200400466997220050047538382006004887597200700512564220080050595742009005179496201000529499120110054593302012005441409201300570366520140058849642015005974872201600599787320170059085302018006153277201900621446520200061968172021006495991202200653829220230065625660000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
877777770PETERSON WALTER S             1961061520240315200200400480063820050049529832006004972005200700521463720080050916282009005400398201000538302220110053973992012005602496201300559269620140057180792015005940941201600583075720170061802772018006132191201900616604320200063928042021006374392202200662248120230065032170000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
966666658WARD AARON A                  1962031520240315250199900540826020000056914612001005739137200200589192920030058479402004006008459200500614781020060063292532007006442844200800637474520090067642412010006704314201100675249220120070687802013006903332201400725933420150073359492016007319948201700742821220180076838092019007706967202000775993920210077872152022008103258202300812430700000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
100000000SMITH JAMES A                 1965020120240405343199000674831819910071512911992007208545199300736552719940072720431995007435988199600763189319970079233641998008044715199900824717920000083793472001008400721200200855130020030086186272004009002078200500909451120060089842532007009231589200800930981420090094221302010009787775201100965174420120099052022013010034777201401016681020150102721252016010318690201701062949720180106289722019011098020202001088640920210111135962022011391006202301163579400000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
166666666MILLER MICHAEL G              1963060920240409335199100566851419920059634451993006013898199400629393219950064122061996006205923199700653466819980066303761999006585271200000685343120010069583262002006944381200300713563920040071541132005007331090200600746118520070076304072008007782877200900781509620100081680122011008222473201200824166320130084059212014008482465201500872958220160085574712017008942805201800884530320190091787112020009243417202100915519920220093150692023009406268000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
288888887MOORE SARAH R                 1969022720240412184200600403940120070042206792008004159826200900422170020100043056682011004445706201200468737120130046940212014004803967201500472624720160047858512017004934342201800506377520190051116832020005346686202100525355920220054847492023005383131000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
977777769RICHARDSON EVELYN B           1963041520240415250199900535716720000054597452001005789557200200567245320030058882152004005921089200500625901620060064118742007006459361200800649527720090066171302010006654226201100679570120120069174772013007138259201400719282020150071565072016007421911201700744554220180076683382019007826422202000779335920210078967522022007866468202300804588200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
633333328CARTER EDWARD W               1966051220240504165200800259305320090026393442010002697604201100283036420120027859932013002814278201400294524420150029465892016003065793201700303498920180030582942019003163746202000321675820210033569752022003281807202300335156100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
188888888RODRIGUEZ WILLIAM I           1960072620240506403198400716550219850071717031986007167250198700749234919880075187781989007965758199000786573419910082073631992008370538199300823669719940085639821995008594468199600868515019970087378891998009178509199900914076620000093495952001009563459200200977478720030096986722004009711324200501021376520060100937642007010371034200801068381220090104238512010010802623201101083764720120111664742013011159380201401153370320150113063262016011780909201701162114520180117008552019012008837202001218606220210124494052022012540176202301278942300000000000000000000000000000000000000000000000000000000000000000
433333330WALKER DONALD E               1984010220240512030202100371269520220037455432023003857654000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
533333329FLORES MICHELLE N             1957120220240512399198500536436219860053541591987005603188198800557142119890056410391990005983985199100593769919920061710451993006217442199400639891419950065178551996006666095199700672286819980067640281999006880147200000678944820010071854712002007260343200300718708220040072659882005007540097200600752075320070076374212008007637298200900802080220100080303462011008084102201200810794520130083721272014008285891201500862188520160085585662017008730933201800881243220190089285612020009147971202100927245620220093122102023009264379000000000000000000000000000000000000000000000000000000000000000000000000000000
988888880SMITH JAMES C                 1964051520240515250199900542685320000056772402001005817682200200585552420030060388352004006062173200500611571120060061700342007006252605200800654633120090065965292010006863752201100675842320120068932502013007004539201400702269620150072111552016007356093201700737193420180076472842019007799202202000794816520210079497552022008086796202300807835100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
222222221LOPEZ BARBARA L               1963080620240525377198700541838219880053453521989005610972199000562379819910056518301992005821953199300601534819940059689221995006107416199600639113819970062384891998006367074199900654725820000065801072001006705791200200687600620030069554492004007104677200500708227120060074339992007007398926200800762630020090077886622010007599665201100798022720120079892652013008064017201400831861420150082195922016008354907201700862093920180087093272019008720741202000888952120210090165072022009153915202300912962100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
244444443WILSON SUSAN N                1974061120240525276199700619669919980064756291999006463947200000669258520010065567572002007017419200300687010020040069364932005007392983200600717493820070072960112008007501315200900784696220100078900862011007871610201200808392320130080742712014008510104201500845429820160085008222017008667424201800888047720190091386722020009171529202100931825120220092133962023009392931000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
788888882MORALES PETER K               1958061520240615300199400548779119950056823011996005694962199700579016119980058507891999006037006200000604619020010061671982002006503818200300657761120040064456312005006762865200600685792420070070739582008007168383200900706441920100071172052011007401001201200746232520130076467672014007822830201500772576220160077695982017008009857201800815312020190083339472020008451100202100835124420220087428492023008602273000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
799999993MURPHY RUTH L                 1958061520240615299199500563741119960056351161997005745566199800591993719990060450662000005963178200100628416520020064302792003006387012200400646147420050065258002006006728716200700685025020080070076192009006932793201000720898720110072784302012007220471201300742865620140076372942015007660781201600781807220170079847812018007999725201900807396320200081456802021008372516202200838451920230084893630000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
833333326GUTIERREZ RAYMOND O           1958061520240615250199900494907820000049737212001005184936200200526132320030054106902004005598821200500546546020060056631502007005831490200800576186420090058718352010006191395201100622627520120063514352013006315104201400641266620150067221092016006640956201700692269820180068135422019006907007202000717244220210072740632022007376299202300752433200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
844444437ORTIZ JOYCE P                 1959061520240615250199900505868720000051611302001005168989200200522179920030053464842004005434917200500558987520060057446162007005742526200800585789320090061148432010006089801201100629084420120063667242013006478488201400644606920150065109382016006643876201700666371420180070092252019007072375202000695486520210072159932022007325209202300746600300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
855555548MORGAN JACK Q                 1961061520240615250199900493855720000050088572001005119005200200532093620030053237192004005515192200500573303920060056512692007005879008200800589658620090060670672010006171878201100618824820120063698312013006355652201400639198720150066139632016006605214201700691680920180070470972019007137171202000710718320210073017202022007172299202300749539800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
922222214HOWARD JERRY W                1984061520240615350198900312362819900031847611991003314748199200340294119930034583881994003443832199500350520619960036584101997003730609199800383061219990039098332000003810369200100395145120020040856002003004139170200400417143120050043186042006004238606200700435605220080044515802009004416544201000449963220110045635342012004604019201300467210320140047569842015004825552201600498227120170049653352018005141290201900516241220200051831942021005270400202200530390920230053060130000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
955555547COX JOAN Z                    1970061520240615080201600381441420170039090672018003985457201900413443220200040656042021004247540202200416615520230042404820000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
999999991JOHNSON MARY D                1965061520240615250199900541372820000054835932001005678191200200571164820030059031922004006081820200500618468520060062446022007006375601200800650233520090067383232010006852129201100671216720120068200652013006970315201400704674220150073728552016007409405201700760062220180077391072019007694920202000770939220210078817012022008050322202300819051300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
233333332GONZALEZ RICHARD M            1968071620240622156200900582781920100059169192011006071387201200621304620130063485712014006309662201500655223720160065585232017006697458201800661304720190068459562020007111010202100699016220220071316112023007269203000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
399999997RAMIREZ MARGARET B            1980010520240628139201100340353620120033834532013003467135201400351992520150036395322016003643700201700375917020180037257982019003855314202000402169720210039623162022004099624202300415763800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
388888886CLARK ANTHONY A               1975042320240708089201600422700120170044967292018004573355201900468796220200046639732021004823283202200495115820230050798180000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
555555551ADAMS DOROTHY P               1956021420240719363198800632117519890063988661990006492730199100663004519920067538461993006817623199400707352219950070496151996007325805199700760201119980075174741999007786876200000794779820010080725582002007979606200300807182920040082173202005008496995200600868300620070087695932008008714666200900906651620100090871952011009312031201200944033020130094487992014009755030201500974505820160098981162017010020277201801023730920190102737822020010219652202101031458420220105824402023010655892000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
444444441YOUNG ASHLEY F                1980030620240720019202300328863900000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
255555554ANDERSON JOSEPH O             1960051920240723256199900404422820000042802562001004347473200200429966620030045496282004004651998200500467277720060046364192007004934239200800496713620090049417152010005044922201100511352520120052302322013005272212201400548178020150055579922016005462515201700575845820180057604832019005891564202000594433320210059596492022006116920202300625760100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
344444442THOMPSON DANIEL W             1967060920240728101201400477756020150046396612016004977503201700495668020180049357502019005160004202000528302520210053418442022005419695202300540364100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
477777774WRIGHT PAUL I                 1965052420240803251199900452922920000044769782001004686844200200477555520030047906352004004999866200500501188420060049761032007005146772200800520116820090052526852010005407488201100559854120120055574492013005678489201400583664520150058543812016006024806201700605959720180061884552019006364303202000628886620210064535932022006552874202300663881900000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
155555555GARCIA JENNIFER F             1956040620240807367198800728965819890072856671990007573277199100798672419920078165471993008191508199400819338819950083259711996008707728199700887115819980088243771999009042601200000894128120010091503852002009592724200300956799820040096983892005009935595200600977830820070101568532008010267734200901056833720100104090812011010909211201201066838820130108615652014011188278201501137022020160113232832017011419209201801190484320190117681202020012068035202101222563820220122842352023012503255000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
455555552ALLEN STEVEN G                1966030820240809274199700600303419980064218531999006581395200000662211820010065529802002006781985200300687000020040070835122005007226276200600727032820070073293792008007673966200900755790120100077504342011007910696201200794310520130081910222014008315797201500859457620160084594462017008836508201800884156220190088228522020009054712202100922289920220093684482023009233999000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
266666665THOMAS JESSICA P              1968102620240815298199500502349719960050530821997005071755199800514759219990054498642000005354564200100550391920020056910562003005736201200400586381720050058642732006006009500200700605799620080062045912009006263897201000633392120110064387632012006630874201300681336320140068160292015006902995201600690529020170070187042018007166049201900730856720200073140312021007482276202200765051520230076711100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
211111110HERNANDEZ DAVID K             1958030120240820303199400740174719950074106021996007744542199700775453719980079625831999007962131200000811466920010081501822002008531907200300876720920040088988152005009055440200600915434320070090554592008009456947200900955534520100095999142011009786186201201008924520130098869812014010037905201501032839420160105031422017010660978201801070105920190110381602020011047188202101135565420220115350012023011477333000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
644444439ROBERTS DEBORAH X             1963021120240820244200000316172120010032754752002003274544200300327914420040035003732005003465285200600365181720070035774532008003775396200900383279120100037299842011003900678201200391194620130040588812014004099210201500421481820160041239882017004276069201800437269120190042939602020004363657202100456270620220045476812023004614346000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
133333333BROWN PATRICIA D              1957062520240901328199200639441519930064055261994006887489199500699720719960071082131997007034222199800706669419990075139392000007669923200100746520220020077496872003007717331200400811467420050082459542006008128034200700839179520080085499432009008568783201000893354920110088885842012008935888201300919212920140093953012015009319515201600949163920170098858972018009881268201900992840120200100884712021010063950202201023340920230104066280000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
377777775SANCHEZ BETTY Z               1969020920240909115201300296920120140030322062015003144428201600327895720170032472022018003245810201900337637120200034016202021003499115202200355775120230036020190000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
933333325RAMOS CHRISTINA X             1959091520240915320199201067446619930111511561994011665464199501158072719960121190501997012060547199801227420619990127535332000012859684200101304229920020130682872003013488119200401376889220050138461462006013867240200701423283820080144006302009014895017201001504771520110154887232012015586103201301550508420140156949982015016248671201601619091020170167851642018016521868201901726819420200169487512021017556627202201728776420230179699600000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
944444436KIM TYLER Y                   1959091520240915320199200184784119930018046421994001904150199500194377819960018974691997002017561199800204786419990020706812000002049031200100210270520020021332892003002158647200400222369720050022547152006002298499200700235057620080023848822009002415711201000249373720110025239202012002511176201300250597020140026425902015002649776201600269772820170027101322018002780755201900272981120200027808082021002861786202200284396420230029281690000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
177777777DAVIS LINDA H                 1960042220240916404198400545225119850055397901986005405505198700561776019880056773021989005696528199000604812219910061117811992006098424199300635794519940064038651995006470721199600644367619970065710741998006935535199900704864120000070406562001007239410200200726535820030072330762004007332938200500749713920060077922532007007865859200800799294020090081116032010007998063201100811711920120081767122013008499484201400863916020150085930352016008767927201700872552320180090795942019009165203202000930730020210093609222022009489940202300932281500000000000000000000000000000000000000000000000000000000000000000
577777773BAKER CAROL R                 1968060320240922351198901089040519900114020771991011578277199201196429619930121630741994012026316199501241206919960123405881997012699209199801332890819990133713532000013389102200101374420920020141919142003013996567200401426165120050147570352006014991949200701511790420080154437242009015604688201001579002920110159054242012016205286201301627857920140164584802015016679655201601677961620170170227442018017728969201901764419120200176929182021017854680202201803536220230187639540000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
588888884HALL BRIAN S                  1959092520241005265199801074125419990109781312000011534469200101170902320020121113032003012211246200401198474720050124151232006012868323200701325223320080132353452009013548041201001378808820110136456272012013868403201301456586220140146659682015014964058201601471619120170152542922018015402664201901553660120200159723972021016197489202201623573620230163996680000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
511111107NGUYEN DONNA L                1962030120241011253199900397250820000040239212001004272530200200430114320030044355572004004451095200500460549020060046221562007004604932200800478193920090049703212010004832065201100509296120120051943552013005191390201400525701020150054610492016005322513201700550520220180055674282019005717620202000575104820210059340472022005811796202300589460500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
522222218HILL JOSHUA M                 1958030320241021374198700693817219880069838981989007400137199000734586919910074523351992007653671199300758189619940079703891995008171435199600822600119970084133621998008531749199900846015420000086966972001008742469200200892667220030091125902004009235382200500924054120060095165782007009753873200800977152620090098178792010010276001201101005911120120105148632013010346667201401048641320150108913562016011060009201701109235820180112432122019011371247202001141333420210114656012022011700000202301196776200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
466666663KING KIMBERLY H               1966121620241026243200000506749820010051616562002005283453200300554270420040056494712005005725771200600566059620070057514332008006018522200900593975120100062745362011006144054201200634966220130063805522014006724315201500664713020160067776762017006814362201800709859220190072294972020007174674202100731980320220073519862023007421679000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
